office_no,municipality,corporation_name,office_name,wam_office_url,homepage_url,homepage_source,homepage_confidence,instagram_url,instagram_source,instagram_confidence,search_query,search_checked_at
644,大阪市,合同会社BLUE BIRD,就労継続支援B型事業所エンターテイメントアカデミーでじるみ大阪本町,,,,,,,,"""就労継続支援B型事業所エンターテイメントアカデミーでじるみ大阪本町"" ""大阪市"" BLUE BIRD 就労継続支援B型 Instagram",2026-03-12T16:12:55
645,大阪市,合同会社　Bremen,にじいろ　おおさか,,,,,,,,"""にじいろ　おおさか"" ""大阪市"" Bremen 就労継続支援B型 Instagram",2026-03-12T16:12:55
646,大阪市,株式会社アドバンス,就労継続支援B型事業所はる,https://adv-assist.jp,https://adv-assist.jp,wam_url,high,,,,"""就労継続支援B型事業所はる"" ""大阪市"" アドバンス 就労継続支援B型 Instagram",2026-03-12T16:12:55
647,大阪市,一般社団法人Bumpy,Bumpy,https://bumpy-wel.com,https://bumpy-wel.com,wam_url,high,,,,"""Bumpy"" ""大阪市"" Bumpy 就労継続支援B型 Instagram",2026-03-12T16:12:55
648,大阪市,ポスCOM株式会社,就労継続支援B型イオンサポート,,,,,,,,"""就労継続支援B型イオンサポート"" ""大阪市"" ポスCOM 就労継続支援B型 Instagram",2026-03-12T16:12:55
649,大阪市,株式会社ANMR,就労継続支援B型事業所さくら,,,,,,,,"""就労継続支援B型事業所さくら"" ""大阪市"" ANMR 就労継続支援B型 Instagram",2026-03-12T16:12:55
65,大阪市,株式会社楠オフィス,ミモザのゆりかご,,,,,,,,"""ミモザのゆりかご"" ""大阪市"" 楠オフィス 就労継続支援B型 Instagram",2026-03-12T16:12:55
650,大阪市,株式会社プラネット,プラネット心斎橋,,,,,,,,"""プラネット心斎橋"" ""大阪市"" プラネット 就労継続支援B型 Instagram",2026-03-12T16:12:55
651,大阪市,株式会社ANMR,就労継続支援B型事業所いろは,,,,,,,,"""就労継続支援B型事業所いろは"" ""大阪市"" ANMR 就労継続支援B型 Instagram",2026-03-12T16:12:55
652,大阪市,株式会社月見山総合研究所,Enzine Room,https://www.enzine.net/shinsaibashi/%e3%82%a8%e3%83%b3%e3%82%b8%e3%83%b3%e3%83%ab%e3%83%bc%e3%83%a0%e5%bf%83%e6%96%8e%e6%a9%8blab%e3%82%aa%e3%83%bc%e3%83%97%e3%83%b3,https://www.enzine.net/shinsaibashi/%e3%82%a8%e3%83%b3%e3%82%b8%e3%83%b3%e3%83%ab%e3%83%bc%e3%83%a0%e5%bf%83%e6%96%8e%e6%a9%8blab%e3%82%aa%e3%83%bc%e3%83%97%e3%83%b3,wam_url,high,,,,"""Enzine Room"" ""大阪市"" 月見山総合研究所 就労継続支援B型 Instagram",2026-03-12T16:12:55
653,大阪市,"一般社団法人
リベ大就労支援",リベ大スキルアップ工房,,,,,,,,"""リベ大スキルアップ工房"" ""大阪市"" リベ大就労支援 就労継続支援B型 Instagram",2026-03-12T16:12:55
654,大阪市,一般社団法人　近畿福祉会,近畿福祉会　大阪海老江事業所,https://www.kinkifukushikai.or.jp,https://www.kinkifukushikai.or.jp,wam_url,high,,,,"""近畿福祉会　大阪海老江事業所"" ""大阪市"" 近畿福祉会 就労継続支援B型 Instagram",2026-03-12T16:12:55
655,大阪市,合同会社L-goot,えん,,,,,,,,"""えん"" ""大阪市"" L-goot 就労継続支援B型 Instagram",2026-03-12T16:12:55
656,大阪市,一般社団法人ＭＴＲサポート,くみひも１号店,https://www.mtr-support.com,https://www.mtr-support.com,wam_url,high,,,,"""くみひも１号店"" ""大阪市"" ＭＴＲサポート 就労継続支援B型 Instagram",2026-03-12T16:12:55
657,大阪市,株式会社　エイト,エイト,http://b.eight8produce.com,http://b.eight8produce.com,wam_url,high,,,,"""エイト"" ""大阪市"" エイト 就労継続支援B型 Instagram",2026-03-12T16:12:55
658,大阪市,合同会社ＣＬＯＶＥＲ　ＣＲＥＡＴＥ,就労継続支援Ｂ型事業所　Ｓｔｅｐ　Ｂｙ　Ｓｔｅｐ,,,,,,,,"""就労継続支援Ｂ型事業所　Ｓｔｅｐ　Ｂｙ　Ｓｔｅｐ"" ""大阪市"" ＣＬＯＶＥＲ　ＣＲＥＡＴＥ 就労継続支援B型 Instagram",2026-03-12T16:12:55
659,大阪市,一般社団法人ピアライフサポート, 就労継続支援Ｂ型ピア,,,,,,,,""" 就労継続支援Ｂ型ピア"" ""大阪市"" ピアライフサポート 就労継続支援B型 Instagram",2026-03-12T16:12:55
66,大阪市,ブリッジウォーター株式会社,HERO湯里,,,,,,,,"""HERO湯里"" ""大阪市"" ブリッジウォーター 就労継続支援B型 Instagram",2026-03-12T16:12:55
660,大阪市,日本ヘレンケラー財団,小規模多機能型事業所　シルフ,https://helenkeller.jp,https://helenkeller.jp,wam_url,high,,,,"""小規模多機能型事業所　シルフ"" ""大阪市"" 日本ヘレンケラー財団 就労継続支援B型 Instagram",2026-03-12T16:12:55
661,大阪市,株式会社モードファイブ,aloha花園町,https://mode-five.com,https://mode-five.com,wam_url,high,,,,"""aloha花園町"" ""大阪市"" モードファイブ 就労継続支援B型 Instagram",2026-03-12T16:12:55
662,大阪市,株式会社トランプ不動産,トランプ就労継続支援B型作業所,,,,,,,,"""トランプ就労継続支援B型作業所"" ""大阪市"" トランプ不動産 就労継続支援B型 Instagram",2026-03-12T16:12:55
663,大阪市,株式会社カムラック大阪,カムラック大阪,,,,,,,,"""カムラック大阪"" ""大阪市"" カムラック大阪 就労継続支援B型 Instagram",2026-03-12T16:12:55
664,大阪市,有限会社　永价,永价,,,,,,,,"""永价"" ""大阪市"" 有限会社　永价 就労継続支援B型 Instagram",2026-03-12T16:12:55
665,大阪市,株式会社GLP,たいへんよくできました,http://taihenyokudekimashita.com,http://taihenyokudekimashita.com,wam_url,high,,,,"""たいへんよくできました"" ""大阪市"" GLP 就労継続支援B型 Instagram",2026-03-12T16:12:55
666,大阪市,LINK株式会社,emiーすぽっと,https://www.emi-spot.com,https://www.emi-spot.com,wam_url,high,,,,"""emiーすぽっと"" ""大阪市"" LINK 就労継続支援B型 Instagram",2026-03-12T16:12:55
667,大阪市,LINK株式会社,シエンス日本橋,,,,,,,,"""シエンス日本橋"" ""大阪市"" LINK 就労継続支援B型 Instagram",2026-03-12T16:12:55
668,大阪市,アイリ―ライフ株式会社,ねっこりぼん,,,,,,,,"""ねっこりぼん"" ""大阪市"" アイリ―ライフ 就労継続支援B型 Instagram",2026-03-12T16:12:55
669,大阪市,合同会社松川事務所,華,,,,,,,,"""華"" ""大阪市"" 松川事務所 就労継続支援B型 Instagram",2026-03-12T16:12:55
67,大阪市,有限会社ライフ,オリーブ・東住吉,,,,,,,,"""オリーブ・東住吉"" ""大阪市"" 有限会社ライフ 就労継続支援B型 Instagram",2026-03-12T16:12:55
670,大阪市,株式会社ANMR,就労継続支援B型事業所スカーラ,,,,,,,,"""就労継続支援B型事業所スカーラ"" ""大阪市"" ANMR 就労継続支援B型 Instagram",2026-03-12T16:12:55
671,大阪市,株式会社Nozak,なでしこの里,https://nadeshiko.wweb.jp,https://nadeshiko.wweb.jp,wam_url,high,,,,"""なでしこの里"" ""大阪市"" Nozak 就労継続支援B型 Instagram",2026-03-12T16:12:55
672,大阪市,　株式会社インクルージョン,インクルージョン,https://a.inclusionosaka.com,https://a.inclusionosaka.com,wam_url,high,,,,"""インクルージョン"" ""大阪市"" インクルージョン 就労継続支援B型 Instagram",2026-03-12T16:12:55
673,大阪市,株式会社ReLIFE,就労支援施設ReCare大阪,,,,,,,,"""就労支援施設ReCare大阪"" ""大阪市"" ReLIFE 就労継続支援B型 Instagram",2026-03-12T16:12:55
674,大阪市,特定非営利活動法人あゆみ俱楽部,あゆみ工房～花小麦～,,,,,,,,"""あゆみ工房～花小麦～"" ""大阪市"" あゆみ俱楽部 就労継続支援B型 Instagram",2026-03-12T16:12:55
675,大阪市,株式会社Ｄｎ２,障がい福祉サポートネットＮｉｎｅ天下茶屋,https://dn2-welfare.com,https://dn2-welfare.com,wam_url,high,,,,"""障がい福祉サポートネットＮｉｎｅ天下茶屋"" ""大阪市"" Ｄｎ２ 就労継続支援B型 Instagram",2026-03-12T16:12:55
676,大阪市,一般社団法人エル・チャレンジ,L's College おおさか,https://www.l-challenge.or.jp/ls-college,https://www.l-challenge.or.jp/ls-college,wam_url,high,,,,"""L's College おおさか"" ""大阪市"" エル・チャレンジ 就労継続支援B型 Instagram",2026-03-12T16:12:55
677,大阪市,特定非営利活動法人フロンティア,福祉作業所フロンティア,https://www.npo-fron.com,https://www.npo-fron.com,wam_url,high,,,,"""福祉作業所フロンティア"" ""大阪市"" フロンティア 就労継続支援B型 Instagram",2026-03-12T16:12:55
678,大阪市,有限会社だいこん畑,だいこん畑β　住之江店,,,,,,,,"""だいこん畑β　住之江店"" ""大阪市"" 有限会社だいこん畑 就労継続支援B型 Instagram",2026-03-12T16:12:55
679,大阪市,Ｙｕｋｉｏ　Ｗｏｒｋｉｎｇ　Ｐｌａｃe株式会社,Ｃｉｅｌ・Ｈｏｕｘ,https://ywp-inc.com,https://ywp-inc.com,wam_url,high,,,,"""Ｃｉｅｌ・Ｈｏｕｘ"" ""大阪市"" Ｙｕｋｉｏ　Ｗｏｒｋｉｎｇ　Ｐｌａｃe 就労継続支援B型 Instagram",2026-03-12T16:12:55
68,大阪市,特定非営利活動法人ほっとはうす,コラル,,,,,,,,"""コラル"" ""大阪市"" ほっとはうす 就労継続支援B型 Instagram",2026-03-12T16:12:55
680,大阪市,株式会社One's Place,もぐら,https://mogura-farm.com,https://mogura-farm.com,wam_url,high,,,,"""もぐら"" ""大阪市"" One's Place 就労継続支援B型 Instagram",2026-03-12T16:12:55
681,大阪市,合同会社フォローアップ,ワークスペースフォローアップ,,,,,,,,"""ワークスペースフォローアップ"" ""大阪市"" フォローアップ 就労継続支援B型 Instagram",2026-03-12T16:12:55
682,大阪市,株式会社テックエキスパート,ワンダーフレンズ天王寺北,https://wonderf.jp/office/tennoujikita,https://wonderf.jp/office/tennoujikita,wam_url,high,,,,"""ワンダーフレンズ天王寺北"" ""大阪市"" テックエキスパート 就労継続支援B型 Instagram",2026-03-12T16:12:55
69,大阪市,株式会社ＳｕｐｐｏｒｔＲｉｇｈｔ,ぱーそなる,,,,,,,,"""ぱーそなる"" ""大阪市"" ＳｕｐｐｏｒｔＲｉｇｈｔ 就労継続支援B型 Instagram",2026-03-12T16:12:55
7,大阪市,特定非営利活動法人障害者の福祉を進める会みなと,ワークみなと,http://www.peerminato.com,http://www.peerminato.com,wam_url,high,,,,"""ワークみなと"" ""大阪市"" 障害者の福祉を進める会みなと 就労継続支援B型 Instagram",2026-03-12T16:12:55
70,大阪市,虹,ウェルカム,,,,,,,,"""ウェルカム"" ""大阪市"" 虹 就労継続支援B型 Instagram",2026-03-12T16:12:55
71,大阪市,M'sLink株式会社,リンクラブワークステージ,,,,,,,,"""リンクラブワークステージ"" ""大阪市"" M'sLink 就労継続支援B型 Instagram",2026-03-12T16:12:55
72,大阪市,株式会社令美,灯香苑,,,,,,,,"""灯香苑"" ""大阪市"" 令美 就労継続支援B型 Instagram",2026-03-12T16:12:55
73,大阪市,一般社団法人すずらん,西淀川すずらん会,,,,,,,,"""西淀川すずらん会"" ""大阪市"" すずらん 就労継続支援B型 Instagram",2026-03-12T16:12:55
74,大阪市,"特定非営利活動法人
いきいき",いきいき,https://www.ikiiki191106.com,https://www.ikiiki191106.com,wam_url,high,,,,"""いきいき"" ""大阪市"" いきいき 就労継続支援B型 Instagram",2026-03-12T16:12:55
75,大阪市,株式会社桜ほのぼの苑,桜ほのぼの苑　千舟事業所,,,,,,,,"""桜ほのぼの苑　千舟事業所"" ""大阪市"" 桜ほのぼの苑 就労継続支援B型 Instagram",2026-03-12T16:12:55
76,大阪市,(株)ジー・エヌ・オー,ワークショップ.com,https://www.gno-osaka.com,https://www.gno-osaka.com,wam_url,high,,,,"""ワークショップ.com"" ""大阪市"" (株)ジー・エヌ・オー 就労継続支援B型 Instagram",2026-03-12T16:12:55
77,大阪市,株式会社Holoimua,Ponole’a  /Ponole'a.Niu,https://www.ponolea-shop.com,https://www.ponolea-shop.com,wam_url,high,,,,"""Ponole’a  /Ponole'a.Niu"" ""大阪市"" Holoimua 就労継続支援B型 Instagram",2026-03-12T16:12:55
78,大阪市,株式会社ＧＯＴＣＨＡ　ＳＭＩＬＥ,ガッチャスマイルたいしょう,,,,,,,,"""ガッチャスマイルたいしょう"" ""大阪市"" ＧＯＴＣＨＡ　ＳＭＩＬＥ 就労継続支援B型 Instagram",2026-03-12T16:12:55
79,大阪市,合同会社BlueGreen,就労継続支援B型わかば,https://b-wakaba.com,https://b-wakaba.com,wam_url,high,,,,"""就労継続支援B型わかば"" ""大阪市"" BlueGreen 就労継続支援B型 Instagram",2026-03-12T16:12:55
8,大阪市,"社会福祉法人
大阪市手をつなぐ育成会",ワークスいけじま,http://www.city-osaka-ikuseikai.or.jp/works-ikejima,http://www.city-osaka-ikuseikai.or.jp/works-ikejima,wam_url,high,,,,"""ワークスいけじま"" ""大阪市"" 大阪市手をつなぐ育成会 就労継続支援B型 Instagram",2026-03-12T16:12:55
80,大阪市,株式会社firstclass,カラードリーム,https://www.instagram.com/colordream_official_2022,,,,https://www.instagram.com/colordream_official_2022,wam_url,high,"""カラードリーム"" ""大阪市"" firstclass 就労継続支援B型 Instagram",2026-03-12T16:12:55
81,大阪市,一般社団法人福祉助成会,あすなろplus,,,,,,,,"""あすなろplus"" ""大阪市"" 福祉助成会 就労継続支援B型 Instagram",2026-03-12T16:12:55
82,大阪市,大阪手をつなぐ育成会,支援センター中,http://www.osaka-ikuseikai.or.jp,http://www.osaka-ikuseikai.or.jp,wam_url,high,,,,"""支援センター中"" ""大阪市"" 大阪手をつなぐ育成会 就労継続支援B型 Instagram",2026-03-12T16:12:55
83,大阪市,NPO法人オリオン,昴,,,,,,,,"""昴"" ""大阪市"" NPO法人オリオン 就労継続支援B型 Instagram",2026-03-12T16:12:55
